manufacturer,model,price_pln,rating,rating_count,availability,stock_quantity,url
Ibanez,TQM2-CUF,10666.0,,0,IN_STOCK,3,ibanez_tqm2_cblb.htm?type=category
Charvel,MJ SD1 24 HSS FR MT RD,9999.0,,0,IN_STOCK,1,charvel_mj_sd1_24_hss_fr_mt_rd.htm?type=category
Fender,Player II Mod Strat RW DSK,4399.0,8.0,4,IN_STOCK,1,fender_player_ii_mod_strat_rw_dsk.htm?type=category
Fender,LTD Player Fusion Strat HSS BK,5190.0,,0,ON_DATE,0,fender_ltd_player_fusion_strat_hss_bk.htm?type=category
PRS,Custom 24 CH,23590.0,10.0,1,IN_STOCK,1,prs_custom_24_ch_539603.htm?type=category
ESP,KH-3 Spider,22790.0,9.0,2,IN_STOCK,1,esp_kh_3_spider.htm?type=category
Gibson,57 Les Paul Special EB UHA CS,34090.0,,0,IN_STOCK,1,gibson_57_les_paul_special_eb_uha_cs.htm?type=category
Music Man,Sabre Blackdraft,16290.0,,0,IN_STOCK,2,music_man_sabre_blackdraft.htm?type=category
Suhr,Modern Plus PF HSH BNGB,20590.0,10.0,3,IN_STOCK,1,suhr_modern_plus_pf_hsh_bngb.htm?type=category
Squier,Paranormal Strat Deluxe LPB,2059.0,,0,ON_DATE,0,squier_paranormal_strat_deluxe_lpb.htm?type=category
Ibanez,S1070PBZ-CKB,6099.0,8.0,3,ON_DATE,0,ibanez_s1070pbz_ckb.htm?type=category
PRS,McCarty 594 PS Teal Black Glow,55900.0,,0,IN_STOCK,1,prs_mccarty_594_ps_teal_black_glow.htm?type=category
ESP,E-II M-II LH STBLK,13090.0,10.0,2,IN_STOCK,1,esp_e_ii_m_ii_lh_stblk.htm?type=category
Epiphone,1963 Firebird I Silver Mist,4555.0,,0,IN_STOCK,4,epiphone_1963_firebird_i_silver_mist.htm?type=category
Fender,AM Pro II Tele MN BK,8790.0,9.7142,7,IN_STOCK,1,fender_am_pro_ii_tele_mn_bk.htm?type=category
Music Man,John Petrucci Majesty 7 BF,19090.0,,0,IN_STOCK,3,music_man_john_petrucci_majesty_7_bf.htm?type=category
Harley Benton,Fusion-IV HSS RW FNT B-Stock,1699.0,,0,IN_STOCK,1,harley_benton_fusion_iv_hss_rw_fnt_b_stock.htm?type=category
Fender,Custom Tele 3TSB Sparkle Relic,29190.0,,0,IN_STOCK,1,fender_custom_tele_3tsb_sparkle_relic.htm?type=category
Music Man,Sabre Blurple,18490.0,,0,IN_STOCK,2,music_man_sabre_blurple.htm?type=category
Sterling by Music Man,SUB CT30 Cutlass SSS BK,1490.0,10.0,1,IN_STOCK,1,sterling_by_music_man_sub_ct30_cutlass_sss_bk.htm?type=category
Ibanez,RG550-WHF,4790.0,,0,ON_DATE,0,ibanez_rg550_whf.htm?type=category
Schecter,E-1 FR S Special Edition GRNB,7699.0,8.6666,3,ON_DATE,0,schecter_e_1_fr_s_special_edition_grnb.htm?type=category
Mooer,MSC18 Pro II Dark Aurora,1025.0,,0,SHORT_TERM,1,mooer_msc18_pro_ii_dark_aurora.htm?type=category
Suhr,Alt T RW SB,17990.0,10.0,2,IN_STOCK,1,suhr_alt_t_rw_sb.htm?type=category
Maybach,Lester Black Velvet 57,9799.0,10.0,3,IN_STOCK,2,maybach_lester_black_velvet_57.htm?type=category
ESP,Eclipse Custom Tiger Eye SB,34090.0,,0,IN_STOCK,1,esp_eclipse_custom_tiger_eye_sb.htm?type=category
Sterling by Music Man,LK100 PSK,3799.0,,0,ON_DATE,0,sterling_by_music_man_lk100_psk.htm?type=category
ESP,FRX Liquid Metal Blue,26290.0,,0,ON_DATE,0,esp_frx_liquid_metal_blue.htm?type=category
Gretsch,6134CST 55 Penguin GS Relic,33090.0,,0,IN_STOCK,1,gretsch_6134cst_55_penguin_gs_relic.htm?type=category
ESP,E-II Eclipse BLKS,12444.0,10.0,1,ON_DATE,0,esp_e_ii_eclipse_blks_574421.htm?type=category
Heritage Guitar,H-535 OSB,12790.0,10.0,5,IN_STOCK,1,heritage_guitar_h_535_osb.htm?type=category
Framus,D-Series Artist Line WH-1 SBS,3390.0,,0,ON_DATE,0,framus_d_series_artist_line_wh_1_sbs.htm?type=category
Solar Guitars,E1.6AAN Aged Natural Matte,6890.0,10.0,2,ON_DATE,0,solar_guitars_e1.6aan_aged_natural_matte.htm?type=category
Maybach,X-Wing 76 Okoume BK,10190.0,,0,IN_STOCK,1,maybach_x_wing_76_okoume_bk.htm?type=category
Jackson,American SRS SL2MG SB,9666.0,10.0,1,ON_DATE,0,jackson_american_srs_sl2mg_sb.htm?type=category
Harley Benton,Fusion-IV HH RW PM B-Stock,1799.0,,0,IN_STOCK,2,harley_benton_fusion_iv_hh_rw_pm_b_stock.htm?type=category
DAngelico,Excel EXL1 Dark Iced Tea,6699.0,10.0,1,IN_STOCK,1,dangelico_excel_exl1_dark_iced_tea.htm?type=category
Ibanez,Q52FMG-DRL,5290.0,,0,IN_STOCK,1,ibanez_q52fmg_drl.htm?type=category
Charvel,Special Edition San Dimas CB,23990.0,,0,IN_STOCK,1,charvel_special_edition_san_dimas_cb.htm?type=category
Mooer,MSC41 Pro Guitar Dreamy Blue,1444.0,10.0,1,IN_STOCK,1,mooer_msc41_pro_guitar_dreamy_blue.htm?type=category
Music Man,Stingray II Cory Wong Model CM,14590.0,,0,IN_STOCK,2,music_man_stingray_ii_cory_wong_model_cm.htm?type=category
Traveler Guitar,EG-1 MOD-X Matte Black B-Stock,1969.0,,0,IN_STOCK,1,traveler_guitar_eg_1_mod_x_matte_black_b_stock.htm?type=category
PRS,Mark Tremonti Charcoal,21490.0,10.0,1,IN_STOCK,1,prs_mark_tremonti_charcoal_2024.htm?type=category
PRS,Custom 24 Floyd CB,21490.0,10.0,1,IN_STOCK,1,prs_custom_24_floyd_cb_539627.htm?type=category
Fender,75th Player II Bari Tele BLK,4333.0,,0,ON_DATE,0,fender_75th_player_ii_bari_tele_blk.htm?type=category
Suhr,JM Antique Funk LE Ocean Turq,23590.0,,0,IN_STOCK,1,suhr_jm_antique_funk_le_ocean_turq.htm?type=category
Maybach,Stradovari Masterbuilt 3TSB HR,17090.0,,0,IN_STOCK,1,maybach_stradovari_masterbuilt_3tsb_hr.htm?type=category
Xotic Guitars,XSC-1 RW BLK Super Heavy Aged,15790.0,,0,IN_STOCK,1,xotic_guitars_xsc_1_rw_blk_super_heavy_aged.htm?type=category
Fender,AV II 61 Strat RW SFG,11590.0,,0,IN_STOCK,1,fender_av_ii_61_strat_rw_sfg.htm?type=category
Larry Carlton,T7 SW Yellow Swirl,2990.0,,0,ON_DATE,0,larry_carlton_t7_sw_yellow_swirl.htm?type=category
Harley Benton,Victory-BK LH Classic Series,639.0,,0,ON_DATE,0,harley_benton_victory_bk_lh_classic_series.htm?type=category
Harley Benton,CST-24T Purple Burst B-Stock,990.0,,0,IN_STOCK,2,harley_benton_cst_24t_purple_burst_b_stock.htm?type=category
Sterling by Music Man,Rabea ASB,4699.0,,0,ON_DATE,0,sterling_by_music_man_rabea_asb.htm?type=category
Suhr,Classic S Studio LE Bengal,27090.0,,0,ON_DATE,0,suhr_classic_s_studio_le_bengal.htm?type=category
Jackson,Warrior USA Blackout,21490.0,,0,UNKNOWN,0,jackson_warrior_usa_blackout.htm?type=category
Jackson,Pro Andreas Kisser SL1 Quadra,4999.0,10.0,5,ON_DATE,0,jackson_pro_andre_kisser_sl1_quadra.htm?type=category
ESP,LTD SCT607 Baritone Black,8099.0,,0,ON_DATE,0,esp_ltd_sct607b_black.htm?type=category
Gibson,Les Paul Custom Cl White HA,33790.0,,0,IN_STOCK,1,gibson_les_paul_custom_cl_white_ha.htm?type=category
Harley Benton,Aeolus Frost Flame B-Stock,1590.0,,0,IN_STOCK,1,harley_benton_aeolus_frost_flame_b_stock.htm?type=category
ESP,E-II Alexi Ripped Sawtooth,14890.0,8.6666,3,ON_DATE,0,esp_e_ii_alexi_ripped_sawtooth.htm?type=category
DAngelico,Excel Mini DC Vintage Natural,5899.0,9.0,6,ON_DATE,0,dangelico_excel_mini_dc_vintage_natural.htm?type=category
Harley Benton,HB JA-60 OW B-Stock,619.0,,0,IN_STOCK,2,harley_benton_hb_ja_60_ow_b_stock.htm?type=category
Danelectro,Dan O. Mano Silver,2877.0,,0,IN_STOCK,3,danelectro_dan_o_mano_silver.htm?type=category
PRS,Custom 24 WL Copperhead LH,31290.0,,0,IN_STOCK,1,prs_custom_24_wl_copperhead_lh.htm?type=category
Fender,1969 Strat HR AVW,26390.0,6.0,1,IN_STOCK,1,fender_1969_strat_hr_avw.htm?type=category
DAngelico,Deluxe Bedford DG,5699.0,6.0,1,IN_STOCK,1,dangelico_deluxe_bedford_sh_bk.htm?type=category
Gibson,Firebird AAA Maple Cobraburst,32890.0,,0,IN_STOCK,1,gibson_firebird_aaa_maple_cobraburst.htm?type=category
Fender,LTD 52 Tele Aged Black SHRelic,27890.0,,0,IN_STOCK,1,fender_ltd_52_tele_aged_black_shrelic.htm?type=category
Fender,Telecaster Custom JRN HLE GOLD,25890.0,,0,IN_STOCK,1,fender_telecaster_custom_jrn_hle_gold.htm?type=category
Fender,Special 52 Tele SH Relic ANB,27890.0,,0,IN_STOCK,1,fender_special_52_tele_sh_relic_anb.htm?type=category
Schecter,Omen Extreme 6 BCH LH,2790.0,8.8,5,ON_DATE,0,schecter_omen_extreme_6_bch_lh.htm?type=category
PRS,Mark Holcomb Gray Black,25590.0,,0,IN_STOCK,1,prs_mark_holcomb_gray_black.htm?type=category
Charvel,Custom Shop USA San Dimas IM,22090.0,,0,IN_STOCK,1,charvel_custom_shop_usa_san_dimas_im.htm?type=category
Hils,Next HN3 Metallic Deep B-Stock,1899.0,,0,IN_STOCK,1,hils_next_hn3_metallic_deep_b_stock.htm?type=category
PRS,Custom 24 Floyd BGWB,19590.0,,0,IN_STOCK,1,prs_custom_24_floyd_bgwb.htm?type=category
PRS,Custom 24/08 FW,19190.0,,0,IN_STOCK,1,prs_custom_24_08_fw.htm?type=category
Mayones Guitars,Duvell Elite 4Ever 6 PB,19290.0,,0,IN_STOCK,1,mayones_guitars_duvell_elite_4ever_6_pb.htm?type=category
PRS,Special Semi-Hollow FSB,19990.0,,0,IN_STOCK,1,prs_special_22_semi_hollow_ch.htm?type=category
Suhr,Classic S Paulownia TWH,18890.0,,0,IN_STOCK,1,suhr_classic_s_paulownia_twh.htm?type=category
Gretsch,Reverend Horton G6120 RHH,16690.0,9.7142,7,IN_STOCK,1,gretsch_reverend_horton_g6120_rhh.htm?type=category
Suhr,Alt T RW OWH,17990.0,,0,IN_STOCK,1,suhr_alt_t_rw_owh.htm?type=category
Fender,Player II Adv Strat HSS HT SFP,5190.0,,0,ON_DATE,0,fender_player_ii_adv_strat_hss_ht_sfp.htm?type=category
Fender,62 Strat NOS MN 3CS,18990.0,,0,IN_STOCK,1,fender_62_strat_nos_mn_3cs.htm?type=category
Fender,LTD Player II Strat RW 3TSB,4090.0,,0,ON_DATE,0,fender_ltd_player_ii_strat_rw_3tsb.htm?type=category
Squier,CV 60s Jazzmaster LRL CAR,2111.0,,0,ON_DATE,0,squier_cv_60s_jazzmaster_lrl_car.htm?type=category
Heritage Guitar,Ascent+ H-150 Gold Top,3799.0,,0,ON_DATE,0,heritage_guitar_ascent_h_150_gold_top.htm?type=category
Guild,Polara Limited Vintage Walnut,2555.0,,0,ON_DATE,0,guild_polara_limited_vintage_walnut.htm?type=category
Jackson,LTD 50th Adrian Smith Pro SW,6999.0,10.0,1,ON_DATE,0,jackson_ltd_50th_adrian_smith_pro_sw.htm?type=category
Harley Benton,SC-450PlusLH GT Vintage Set,1499.0,,0,SHORT_TERM,25,harley_benton_sc_450pluslh_gt_vintage_set_set.htm?type=category
Solar Guitars,A1.61FR Assassin,5190.0,10.0,5,ON_DATE,0,solar_guitars_a1.61fr_assassin.htm?type=category
Music Man,John Petrucci Majesty 8 AR,20890.0,10.0,1,ON_DATE,0,music_man_john_petrucci_majesty_8_ar.htm?type=category
ESP,E-II Eclipse Full Thickn ET BK,15555.0,,0,UNKNOWN,0,esp_e_ii_eclipse_full_thickn_et_bk.htm?type=category
ESP,E-II EX NT SW,11390.0,10.0,1,ON_DATE,0,esp_e_ii_ex_nt_sw.htm?type=category
Gibson,1963 Firebird V Reissue AFB HA,34690.0,10.0,1,IN_STOCK,3,gibson_1963_firebird_v_reissue_afb_ha.htm?type=category
Jackson,RR1 Randy Rhoads BK USA,19290.0,9.5,4,ON_DATE,0,jackson_rr1_randy_rhoads_bk_usa.htm?type=category
Jackson,SL2H Soloist BLK,16690.0,10.0,2,ON_DATE,0,jackson_sl2h_soloist_blk.htm?type=category
Larry Carlton,L7 New Gen Amber Burst,2769.0,,0,ON_DATE,0,larry_carlton_l7_new_gen_amber_burst.htm?type=category
Fender,50s Thinline Tele SOT HR,28290.0,,0,IN_STOCK,1,fender_50s_thinline_tele_sot_hr.htm?type=category
Gretsch,STRML JET CLB AGD WHT,1544.0,,0,IN_STOCK,5,gretsch_strml_jet_clb_agd_wht.htm?type=category
Harley Benton,SC-Custom III FR VBK B-Stock,1539.0,,0,IN_STOCK,2,harley_benton_sc_custom_iii_fr_vbk_b_stock.htm?type=category
DAngelico,Excel EXL1 Dark Iced Tea Burst,7299.0,,0,IN_STOCK,1,dangelico_excel_exl1_dark_iced_tea_burst.htm?type=category
Reverend,Roundhouse 290 MBR,5099.0,,0,IN_STOCK,1,reverend_roundhouse_290_mbr.htm?type=category
Mooer,GTRS Guitars Prof. 800 B-Stock,2333.0,,0,IN_STOCK,2,mooer_gtrs_guitars_prof_800_b_stock.htm?type=category
Harley Benton,ST-Modern Plus HSS SIB B-Stock,1555.0,,0,IN_STOCK,1,harley_benton_st_modern_plus_hss_sib_b_stock.htm?type=category
Dean Guitars,ML Select Flame Top TBZ,6599.0,,0,ON_DATE,0,dean_guitars_ml_select_flame_top_tbz.htm?type=category
Harley Benton,ST-20LH SB Bundle,745.0,,0,IN_STOCK,15,harley_benton_st_20lh_sb_bundle_2.htm?type=category
Harley Benton,SC-Custom III Desert B B-Stock,1190.0,,0,IN_STOCK,1,harley_benton_sc_custom_iii_desert_b_b_stock.htm?type=category
Harley Benton,SC-450 P90 GT Classic  B-Stock,598.0,8.0,1,IN_STOCK,1,harley_benton_sc_450_p90_gt_classic_b_stock.htm?type=category
PRS,McCarty SC56 SC,17190.0,,0,IN_STOCK,1,prs_mccarty_sc56_sc.htm?type=category
LSL,XT4DX Curly Mango 5A,15490.0,,0,IN_STOCK,1,lsl_xt4dx_curly_mango_5a.htm?type=category
Fender,55 Strat MN Sunburst CC,19690.0,,0,IN_STOCK,1,fender_55_strat_mn_sunburst_cc.htm?type=category
Reverend,Charger 290 High Tide Blue,4899.0,,0,ON_DATE,0,reverend_charger_290_high_tide_blue.htm?type=category
Jackson,USA Corey Beaulieu KV6,17790.0,,0,IN_STOCK,1,jackson_usa_corey_beaulieu_kv6.htm?type=category
Fender,60s Tele Relic CF over 3TSB,37190.0,,0,IN_STOCK,1,fender_60s_tele_relic_cf_over_3tsb.htm?type=category
Fender,MIJ Hybrid II Strat RW MAB,6699.0,,0,ON_DATE,0,fender_mij_hybrid_ii_strat_rw_mab.htm?type=category
Sterling by Music Man,John Petrucci JP70 SBK,3399.0,,0,ON_DATE,0,sterling_by_music_man_john_petrucci_jp70_sbk.htm?type=category
Sterling by Music Man,Rabea BFB,4699.0,,0,ON_DATE,0,sterling_by_music_man_rabea_bfb.htm?type=category
Charvel,PM PLUS SRS SC1 HH FR  B-Stock,4444.0,,0,IN_STOCK,1,charvel_pm_plus_srs_sc1_hh_fr_b_stock_634503.htm?type=category
Squier,CV 60s Jazzmaster LRL BLK,2111.0,,0,ON_DATE,0,squier_cv_60s_jazzmaster_lrl_blk.htm?type=category
Dean Guitars,ML 79 Fld Flame Dunc Slime LH,4290.0,,0,ON_DATE,0,dean_guitars_ml_79_fld_flame_dunc_slime_lh.htm?type=category
Suhr,Classic S Antique SSS RW 3TB,18390.0,,0,ON_DATE,0,suhr_classic_s_antique_sss_rw_3tb.htm?type=category
Larry Carlton,T7 White New Gen,2999.0,9.5,4,ON_DATE,0,larry_carlton_t7_white_new_gen.htm?type=category
Cole Clark,TL2EC-BLBL-HH Thin Line,16690.0,10.0,1,IN_STOCK,1,cole_clark_tl2ec_blbl_hh_thin_line.htm?type=category
Sterling by Music Man,S.U.B. Axis AX3 Trans Black,2333.0,,0,ON_DATE,0,sterling_by_music_man_sub_axis_ax3_trans_black.htm?type=category
Jackson,ProPlus Series Rhoads RR24 MIR,6399.0,,0,ON_DATE,0,jackson_proplus_series_rhoads_rr24_mir.htm?type=category
DAngelico,Excel 59 Solid Black,5299.0,10.0,3,ON_DATE,0,dangelico_excel_59_solid_black.htm?type=category
Hagstrom,Super Swede XSOP,4099.0,10.0,4,ON_DATE,0,hagstrom_super_swede_xsop.htm?type=category
Gibson,1959 ES-335 Reissue EB ULA,25090.0,,0,ON_DATE,0,gibson_1964_es_335_reissue_eb_ula.htm?type=category
ESP,E-II Eclipse FT FM SD VHB,12490.0,10.0,2,ON_DATE,0,esp_e_ii_eclipse_ft_fm_sd_vhb.htm?type=category
Gibson,ES-339 60s Cherry,10890.0,9.0,4,TEMPORARILY_NOT_AVAILABLE,0,gibson_es_339_60s_cherry.htm?type=category
ESP,E-II Arrow SW,13090.0,8.3333,6,ON_DATE,0,esp_e_ii_arrow_sw.htm?type=category
Harley Benton,CST-24 Black Cherry Fl B-Stock,922.0,,0,IN_STOCK,1,harley_benton_cst_24_black_cherry_fl_b_stock.htm?type=category
Jackson,Adrian Smith Dinky,11090.0,9.1666,12,UNKNOWN,0,jackson_adrian_smith_dinky.htm?type=category
PRS,Swamp Ash Special Black DH SB,15990.0,,0,IN_STOCK,1,prs_swamp_ash_special_black_dh_sb.htm?type=category
Harley Benton,JA-Baritone P90 DNAFX AmP20Set,1290.0,,0,IN_STOCK,91,harley_benton_ja_baritone_p90_dnafx_amp20set.htm?type=category
Hils,HNS1R Metallic Ruby Red,1969.0,,0,SHORT_TERM,23,hils_hns1r_metallic_ruby_red.htm?type=category
Reverend,Pete Anderson Eastsider T SBK,4899.0,,0,IN_STOCK,2,reverend_pete_anderson_eastsider_t_sbk.htm?type=category
PRS,McCarty 594 Joe Walsh LTD,33490.0,,0,IN_STOCK,1,prs_mccarty_594_joe_walsh_ltd.htm?type=category
ESP,Edwards CY BLKS,10290.0,,0,NOT_YET_AVAILABLE,0,esp_edwards_cy_blks.htm?type=category
Harley Benton,TE-52 NA Vintage Serie B-Stock,666.0,8.6666,12,IN_STOCK,1,harley_benton_te_52_na_vintage_serie_b_stock.htm?type=category
Thomann,Guitar Set G47 LH,873.0,,0,IN_STOCK,60,thomann_gitarrenset_g47_lh.htm?type=category
PRS,40th Anniversary Custom 24 TE,27690.0,,0,IN_STOCK,1,prs_40th_anniversary_custom_24_te_630286.htm?type=category
Reverend,Greg Koch Gristle ST 3TB,7199.0,,0,IN_STOCK,1,reverend_greg_koch_gristle_st_3tb.htm?type=category
Squier,CV 60s Strat LPB B-Stock,1539.0,,0,SOLD_OUT,0,fender_sq_cv_60s_strat_lpb_b_stock.htm?type=category
Harley Benton,SC-1000 WH Progressive Set 1,1190.0,,0,ON_DATE,0,harley_benton_sc_1000_vw_progressive_set_1.htm?type=category
Fender,American Custom Strat MN HB,25490.0,,0,IN_STOCK,1,fender_american_custom_strat_mn_hb_532808.htm?type=category
Fender,AV II 73 Strat RW OLY,12090.0,,0,IN_STOCK,1,fender_av_ii_73_strat_rw_oly.htm?type=category
PRS,McCarty FBJ MCIII 10 Top,23890.0,,0,IN_STOCK,1,prs_mccarty_fbj_mciii_10_top.htm?type=category
Gibson,Les Paul Junior VTB LH,5999.0,9.0,2,ON_DATE,0,gibson_les_paul_junior_vtb_lh.htm?type=category
Ibanez,GRX70QAL-TBB GIO,1033.0,9.6,15,ON_DATE,0,ibanez_grx70qal_tbb_gio.htm?type=category
Solar Guitars,S1.6FRBOP+ B-Stock,4555.0,,0,IN_STOCK,1,solar_guitars_s16frbop_b_stock.htm?type=category
Fender,LTD Pro Clsc Silent Strat OWT,8098.0,,0,ON_DATE,0,fender_ltd_pro_clsc_silent_strat_owt.htm?type=category
Sterling by Music Man,CT30CHSS Chopper Blue,1699.0,,0,IN_STOCK,1,sterling_by_music_man_ct30chss_chopper_blue.htm?type=category
Harley Benton,SC-1000LH SBK Progressi Set,1275.0,,0,IN_STOCK,46,harley_benton_sc_1000lh_sbk_progressi_set_bundle.htm?type=category
Harley Benton,SC-Custom III Ocean Fl B-Stock,1190.0,,0,IN_STOCK,1,harley_benton_sc_custom_iii_ocean_fl_b_stock.htm?type=category
Mayones Guitars,Duvell Elite Pro 6 Fire Dragon,19690.0,,0,IN_STOCK,1,mayones_guitars_duvell_elite_pro_6_fire_dragon.htm?type=category
PRS,McCarty 594 Gray Black MCIII,19190.0,,0,IN_STOCK,1,prs_mccarty_594_gray_black_mciii.htm?type=category
Fender,La Cabronita Especial MBDB,41990.0,,0,IN_STOCK,1,fender_la_cabronita_especial_mbdb.htm?type=category
PRS,SE Hollowbody II LTD CB,5555.0,,0,ON_DATE,0,prs_se_hollowbody_ii_ltd_cb.htm?type=category
Larry Carlton,T7 New Gen Dark Forest,2769.0,,0,ON_DATE,0,larry_carlton_t7_new_gen_dark_forest.htm?type=category
Harley Benton,Fusion-IV HSS RW SGD B-Stock,1969.0,,0,IN_STOCK,3,harley_benton_fusion_iv_hss_rw_sgd_b_stock.htm?type=category
Fender,LTD Blackguard Cunife Tele NBL,26390.0,,0,IN_STOCK,1,fender_ltd_blackguard_cunife_tele_nbl.htm?type=category
Gretsch,G6134TFM-NH Nigel Hendroff AF,14090.0,9.3333,3,IN_STOCK,1,gretsch_g6134tfm_nh_nigel_hendroff_af.htm?type=category
Schecter,Solo-II SLS Elite Evil B-Stock,5999.0,,0,IN_STOCK,1,schecter_solo_ii_sls_elite_evil_b_stock.htm?type=category
FGN,Expert Iliad EW HCB,9199.0,,0,ON_DATE,0,fgn_expert_iliad_ew_hcb.htm?type=category
Jackson,Pro Chris Broderick SL7 FR FM,5899.0,,0,ON_DATE,0,jackson_pro_chris_broderick_sl7_fr_fm.htm?type=category
Jackson,American SRS Soloist SL2 HT PG,9999.0,,0,ON_DATE,0,jackson_american_srs_soloist_sl2_ht_pg.htm?type=category
DAngelico,DLX Atlantic Bariton Solid BLK,5799.0,9.5,4,ON_DATE,0,dangelico_dlx_atlantic_bariton_solid_blk.htm?type=category
Fender,68 Tele Pink Paisley NOS,24190.0,10.0,1,ON_DATE,0,fender_68_tele_pink_paisley_nos.htm?type=category
Framus,D-Series Artist Line WH-1 SBLK,3390.0,10.0,3,ON_DATE,0,framus_d_series_artist_line_wh_1_sblk.htm?type=category
Jackson,SL2H Soloist Snow White USA,16790.0,10.0,1,UNKNOWN,0,jackson_sl2h_soloist_snow_white.htm?type=category
DAngelico,Excel 59 Viola,5099.0,10.0,2,ON_DATE,0,dangelico_excel_59_viola.htm?type=category
Jackson,Dinky DK1 Black USA,14490.0,10.0,1,ON_DATE,0,jackson_dinky_dk1_black_usa.htm?type=category
Ibanez,AS73-TTF,2111.0,,0,IN_STOCK,1,ibanez_as73_ttf.htm?type=category
Evh,Wolfgang USA EVH Signature BK,17590.0,10.0,3,UNKNOWN,0,evh_wolfgang_usa_stealth.htm?type=category
Maybach,Albatroz 65 Aged Dark Winered,8490.0,10.0,6,ON_DATE,0,maybach_albatroz_65_aged_dark_winered.htm?type=category
Fender,50 Strat 3TS Ultra Relic MBAH,36690.0,,0,IN_STOCK,1,fender_50_strat_3ts_ultra_relic_mbah.htm?type=category
Music Man,Kaizen 6 Radium,19390.0,,0,ON_DATE,0,music_man_kaizen_6_radium.htm?type=category
Mooer,MMT50 Guitar Tremolo BWG,1333.0,,0,UNKNOWN,0,mooer_mmt50_guitar_tremolo_bwg.htm?type=category
Maybach,Lester Earl Grey 59 Aged,10666.0,,0,IN_STOCK,1,maybach_lester_earl_grey_59_aged.htm?type=category
Harley Benton,Extreme-76 BK Classic S Set,1279.0,,0,SHORT_TERM,95,harley_benton_extreme_76_bk_classic_s_set.htm?type=category
Maybach,Lester Edelweiß 72 Custom Aged,10290.0,10.0,1,IN_STOCK,1,maybach_lester_edelweiss_72_custom_aged.htm?type=category
Maybach,Lester Midnight Sunset 60 aged,10666.0,9.7142,7,IN_STOCK,1,maybach_lester_midnight_sunset_60_aged.htm?type=category
Gibson,Les Paul Junior TV Yel B-Stock,5777.0,,0,IN_STOCK,1,gibson_les_paul_junior_tv_yel_b_stock.htm?type=category
Gibson,Custom Les Paul Standard TB,21290.0,,0,ON_DATE,0,gibson_custom_les_paul_standard_tb.htm?type=category
Ibanez,RGA742EX-BAM,2390.0,10.0,1,ON_DATE,0,ibanez_rga742ex_bam.htm?type=category
Music Man,Cutlass 6 Jason Richardson VR,18290.0,,0,IN_STOCK,2,music_man_cutlass_6_jason_richardson_vr.htm?type=category
PRS,40th Custom 24-08 Semi Ltd TCB,27390.0,10.0,1,IN_STOCK,1,prs_40th_custom_24_08_semi_ltd_tcb.htm?type=category
DAngelico,Deluxe SS Satin Brown Burst,7699.0,7.0,2,IN_STOCK,1,dangelico_deluxe_ss_satin_brown_burst.htm?type=category
ESP,Eclipse QM Dark Blue Sunburst,26190.0,,0,IN_STOCK,1,esp_eclipse_qm_dark_blue_sunburst.htm?type=category
Harley Benton,SC-Custom III Active W B-Stock,1190.0,,0,IN_STOCK,2,harley_benton_sc_custom_iii_active_w_b_stock.htm?type=category
Larry Carlton,L5 Amber Burst,2111.0,,0,ON_DATE,0,larry_carlton_l5_amber_burst.htm?type=category
Maybach,Albatroz 65-2 PAF TV Yellow,9499.0,10.0,6,SHORT_TERM,0,maybach_albatroz_65_2_paf_tv_yellow.htm?type=category
Jackson,X Series SLXDX Gold Bullion,3099.0,,0,IN_STOCK,1,jackson_x_series_slxdx_gold_bullion.htm?type=category
ESP,M-III FR FM SD BH BLOOD MOON,23190.0,,0,IN_STOCK,1,esp_m_iii_fr_fm_sd_bh_blood_moon.htm?type=category
DAngelico,Premier EXL1 Brown Bur B-Stock,3599.0,,0,IN_STOCK,1,dangelico_premier_exl1_brown_bur_b_stock.htm?type=category
Fender,75th Player II Bari Tele LPB,4333.0,,0,ON_DATE,0,fender_75th_player_ii_bari_tele_lpb.htm?type=category
PRS,Mark Holcomb Wraparound Burst,22290.0,,0,IN_STOCK,1,prs_mark_holcomb_wraparound_burst.htm?type=category
Gibson,Les Paul 58 Bourb.Burst VOS LH,20790.0,10.0,1,IN_STOCK,1,gibson_les_paul_58_bourb.burst_vos_lh.htm?type=category
PRS,Mark Tremonti Cobalt SB,20190.0,,0,IN_STOCK,1,prs_mark_tremonti_cobalt_sb_2024.htm?type=category
Strandberg,Boden Standard N2.6T F B-Stock,7222.0,,0,IN_STOCK,1,strandberg_boden_standard_n26t_f_b_stock.htm?type=category
Brümmer,E-Gitarren ST-90SA Set,1444.0,,0,IN_STOCK,50,bruemmer_e_gitarren_st_90sa_set.htm?type=category
Fender,AV II 72 Tele Thinline MN CAR,12690.0,,0,IN_STOCK,1,fender_av_ii_72_tele_thinline_mn_car.htm?type=category
Harley Benton,ST-62BK Hot Rod Bundle 3,1199.0,,0,IN_STOCK,25,harley_benton_st_62bk_hot_rod_bundle_3.htm?type=category
Gretsch,G6134TG-58 LTD Custom Peng NE,17690.0,,0,IN_STOCK,1,gretsch_g6134tg_58_ltd_custom_peng_ne.htm?type=category
Solar Guitars,AC1.6FRFBB Sustainiac+,6090.0,,0,ON_DATE,0,solar_guitars_ac16frfbb_sustainiac.htm?type=category
